beneficiary,vintage_year,total_volume
"The GHG emissions generated from the 2025MIECF-MIIT Pavilion on March 27 to March 29, 2025",2012,3.0
"The GHG emissions generated from the 2025MIECF-Tongfang Environment Co., Ltd. Pavilion on March 27 to March 29, 2025",2012,3.0
"The GHG emissions generated from the 2025MIECF- SJM Resorts, Limited Pavilion on March 27 to March 29, 2025",2012,3.0
MUNAY SISTERS SpA,2012,3.0
"Green Source & Carbon Technology  Co.,Ltd. Shanxi",2012,3.0
Larsen & Toubro Limited,2017,3.0
Climate Heroes - 20.05.13,2018,3.0
Climate Heroes - 20.06.30,2018,3.0
Climate Heroes - 20.08.25,2018,3.0
Fidium Pty Ltd trading as Clothing Carbon Credits,2013,3.0
Bernard Bureau,2010,3.0
Sweden,2013,3.0
Bonardi Elias Juan Jose- KMFWBX7HAMU173454,2007,3.0
Alejandro Sans- KMHJB81BGNU056242,2007,3.0
Belora Viazzo- KMFWBX7HAMU180408,2007,3.0
Patricio Harrington Mésigos- LVVDB21B0MD175327,2007,3.0
Veículo Elétrico Latino-Americano 2021,2011,3.0
CARTE NOIRE SAS,2010,3.0
Sagaz Esportes,2003,3.0
Jéssica Francisca Palmieri de Albuquerque Succini Costa,2014,3.0
Edifício Evolution Corporate,2014,3.0
"Produtora : Maria Farinha l Doc: Quantos dias, Quantas noites",2014,3.0
Mr Planet,2014,3.0
RAIZEN ENERGIA S.A - 08.070.508/0065-32,2014,3.0
Greenmarket Eco Limited,2020,3.0
Daniel Pelletier,2018,3.0
GLOBAL PAPER LINK,2016,3.0
ONS LOGISTICS INDIA,2016,3.0
TULSI SHIPPING PRIVATE LIMITED,2016,3.0
FAST FORWARD LOGISTICS,2016,3.0
KHEE LOGISTICS INDIA PVT LTD,2016,3.0
LANCER CONTAINER LINES PVT LTD,2016,3.0
PP FOSTERS,2016,3.0
SHANGHAI SIJIN INTERNATIONAL,2016,3.0
CHARTER LINK LOGISTICS LIMITED,2016,3.0
GALUKU LANKA EXPORTS PVT LTD,2016,3.0
PAR SHIPPING LTD,2016,3.0
PEANUT SHIPPER,2016,3.0
SANCO INTERNATIONAL LOGISTICS LTD,2016,3.0
NINGBO HOTON INT L FREIGHT FWDG,2016,3.0
GLORY INTERNATIONAL LOGISTICS LTD,2016,3.0
TIANJIN LUCKYPAL LOGISTICS CO LTD,2016,3.0
STBEX CARGO SERVICES,2016,3.0
RHENUS LOGISTICS INDIA P LIMITED,2016,3.0
SCHENKER ITALIANA SPA,2016,3.0
WALLENIUS WILHELMSEN LOGISTICS,2016,3.0
VIBRANT FREIGHT LLC,2016,3.0
UKRAVTO CORPORATION,2016,3.0
SKYBRIDGE FREIGHT SOLUTIONS,2016,3.0
GREENPORT SHIPPING AGENCY LLC,2016,3.0
GREEN ARROW SHIPPING SERVICES LLC,2016,3.0
GMT LOGISTICS,2016,3.0
GLOBE SUCCESS GROUP LTD,2016,3.0
GINGER MAGICB IMPEX OPC PVT LTD,2016,3.0
FREIGHTHUB,2016,3.0
FREIGHT HOUSE INTERNATIONAL LLC,2016,3.0
DSV AIR & SEA MIDDLE EAST DWC LLC,2016,3.0
COMPTOIR EXPORT DE MATIERE PREMIERE,2016,3.0
CH ROBINSON INTERNATIONAL INC,2016,3.0
MyOwl,2019,3.0
NTT DATA in Italia,2019,3.0
Luo Chaolu,2016,3.0
ECONINE Corp.,2016,3.0
Caio Elias,2017,3.0
AstraZeneca,2014,3.0
Stilling,2012,3.0
EXPEDITORS DOSDQ,2016,3.0
SHANGHAI LONGFEI INTL LOG CO LTD,2016,3.0
AGILITY ABU DHABI PJSC,2016,3.0
BAH ALASSANE,2016,3.0
BANDJOUGOU DIAWARA,2016,3.0
BECH HANSEN FREIGHT SERVICES L L C,2016,3.0
BLACK STALLION SHIPPING SERVICES,2016,3.0
BOUMA B JESSILATH,2016,3.0
CALICO TRENDS,2016,3.0
CLASSIC FORWARDERS,2016,3.0
CRANE WORLDWIDE LOGISTICS SRL,2016,3.0
CROSSLINE CARGO LLC,2016,3.0
GLOBAL TEA AND COMMODITIES K LTD,2016,3.0
INDUS VEGPRO PRIVATE LIMITED,2016,3.0
INTERNATIONAL TRADE &TRANSPORT LTD,2016,3.0
MARUTATSU KAIUN CO LTD,2016,3.0
MULTILOGISTICS SPA,2016,3.0
NRTC DUBAI INTL VEG & FRUIT,2016,3.0
SEALAND LOGISTICS LLC,2016,3.0
SEAMAX SHIPPING LLC,2016,3.0
SIV CARGO SRL,2016,3.0
SOCIETE TEKE TEKE SARL,2016,3.0
SOUMAILA TOGOLA,2016,3.0
SUMIFRU SINGAPORE PTE LTD,2016,3.0
THERESE EKOME NGUEMA,2016,3.0
TOPSACK PACKAGING PVT LTD,2016,3.0
VALUE LOGISTICS PVT LTD,2016,3.0
BASU INTERNATIONAL,2016,3.0
ENVISION EXIM PRIVATE LIMITED,2016,3.0
LEON VINCENT OVERSEAS,2016,3.0
ORBITAL TRADING CO SARL,2016,3.0
REDEX GLOBAL,2016,3.0
NORATRAB SARL,2016,3.0
TVT LOGISTICS INDIA,2016,3.0
James Higbie,2018,3.0
Laure Poisson,2017,3.0
Memminger MedienCenter,2010,3.0
Katherine Wylde,2017,3.0
The GX Symposium 2023,2014,3.0
Farcom Brescia SpA Folzano F03,2014,3.0
Farcom Brescia SpA S.Bartolomeo,2014,3.0
Anne Therese Gennari,2015,3.0
Pegasus Airlines customers,2015,3.0
Isabelle Lessard,2017,3.0
Compass Group UK&I,2015,3.0
TONG BEE SIA - 389477,2010,3.0
SING SPARE PARTS CO PTE LTD - #04-142,2010,3.0
MR SIM LAU TIAM,2010,3.0
SOCIETE GENERALE SA,2009,3.0
East Village Knutsford Pty Ltd,2016,3.0
3M Brasil,2013,3.0
Duncan Acosta- 9BHGB812AKP079874,2012,3.0
Elena Beatriz Claramunt Osores- 9BHGB812AMP200284,2012,3.0
Mibelux Sa- 9BHGB812BMP203907,2012,3.0
De Leon- 9BHGB812BLP180955,2012,3.0
Instituto Asistencial Colectivo- KMHWH81RALU138502,2012,3.0
Ramos Piriz- 9BHGB812AMP211094,2012,3.0
Roberto Marziali- LVTDB24B7LD056693,2012,3.0
Portera Linda Sa- KMFDA18BPJC099991,2012,3.0
Rubinstein- KMHS381KBMU361390,2012,3.0
Kimberly- Clark Uruguay Sa- KMHJ2812GKU804974,2012,3.0
Sitelcar Sa- 9BHGB812BNP234327,2012,3.0
Marcelo Chiappino Camors- LVVDB11B1MD015600,2012,3.0
Nathalia Casagrande,2011,3.0
jonathan field,2014,3.0
Green Story Inc,2015,3.0
DendiLeao,2013,3.0
SP Arte,2013,3.0
Panrotas,2013,3.0
AGILITY B.V.,2016,3.0
COHESION FREIGHT AGENCY LTD,2016,3.0
ANX LOGISTICA INTERNACIONAL E AGENCIAMENTO LTDA,2016,3.0
MASTERPIECE INTERNATIONAL,2016,3.0
Microsoft,2016,3.0
M. Dias Branco,2016,3.0
15e Symposium étudiant de médecine familiale,2017,3.0
Fondation estrienne en environnement,2017,3.0
CHING MEI OPTICS LTD,2016,3.0
Foundacion Ecoconciencia,2019,3.0
Femsa | Fibra.AG - Neutralização de Carbono do Evento Premium Supplier 2024,2016,3.0
Karaoquem - Formata,2015,3.0
UNBOX TECNOLOGIA DA INFORMACAO LTDA,2014,3.0
"All Students, Sinotrans Volunteers and Participants in C ME FLY-International Logistics Study Tour (China,Laos,Thailand)",2021,3.0
Maria Cristina Roma Costa- 9BHGB812BNP219988,2009,3.0
Eduardo Ereo Esquivel Diaz- 9BHGB812BNP234333,2009,3.0
Gustavo Daniel Orlando Fernandez Y Lelli- LVVDB11B6MD015589,2007,3.0
Regina Vargas- LVVDB21B3MD018987,2007,3.0
Maria Rosconi Hill- 9BHCP51AANP215728,2007,3.0
Monica Elizabeth Etchegoyen Raymond- LVVDB11B8MD018963,2007,3.0
Marcelo Alejandro Santa Cruz Mendez- 9bhcp51aanp222550,2007,3.0
MARIA ELEONORA DOSSI- LVVDB11B3ME021446,2007,3.0
CREST TRAVEL & TOURS PTE LTD,2011,3.0
DAH KAI MEDICAL & DEPARTMENTAL STORE PTE LTD,2011,3.0
DOR-WARE RESOURCES PTE LTD,2011,3.0
EUT FASHION SINGAPORE PTE LTD,2011,3.0
EVER WEALTHY PROPERTY PTE LTD,2011,3.0
EZ LIVING PTE LTD,2011,3.0
FU QING CHINESE MEDICAL TRADING,2011,3.0
MR LIM PENG HUA,2011,3.0
MS CHONG MEE YONG,2011,3.0
NAZARETH BIBLE PRESBYTERIAN CHURCH,2011,3.0
NEO WOON RUBY,2011,3.0
VERVE MOTORWORKZ PTE LTD,2011,3.0
WEIJENBERG PTE LTD,2011,3.0
Lauren's Salon,2010,3.0
FECOMERCIO PR,2014,3.0
02 Filmes_ITALAC ''Lá em casa tem'',2014,3.0
Mercado Pago Instituição de Pagamento Ltda.,2014,3.0
Natiruts,2012,3.0
Maria cecilia Telloli,2012,3.0
Rémy Cointreau - The Botanist,2014,3.0
Hannah Brown,2007,3.0
"Geronimo Olivera (Emisión real 2,22 ton. CO2 eq.)",2015,3.0
Visao S.A- KMHJB81BGNU056226,2015,3.0
Ricardo Dante Divenuto Pazos- LVVDB11B7MD018968,2015,3.0
Javier Sebastian Burguez Enriquez- LVVDB21B4MD174326,2015,3.0
SANTIAGO GARCIA MEDINA- 9BHCP51CANP297836,2015,3.0
MIGUEL ANGEL SANTOS BRAIDA- 9BHCP51CANP297821,2015,3.0
ALEJANDRO JOSE ORTEGA DIAZ- 9BHCP51CANP266605,2015,3.0
Lixo Zero São Paulo,2015,3.0
Seara,2015,3.0
"BERTOTTO NUNEZ, MATHIAS- 650046094110",2014,3.0
"CHAVES PAZ, JORGE UMBERTO- 650046174580",2014,3.0
SECRETARIA DE AMBIENTE,2020,3.0
Alfredo Chen,2010,3.0
Time & Attendance Support Services Pty Ltd (ABN: 84 153 763 690),2020,3.0
Sunset Lover (ABN: 38 655 204 087),2020,3.0
OPRL,2011,3.0
Fundación José Entrecanales Ibarra,2011,3.0
SILVIO DE CASTRO CUNHA JUNIOR - 346.360.306-30,2017,3.0
ENTT Enerji Taahhüt ve Ticaret A.Ş.,2013,3.0
Bentley Monterrey,2019,3.0
台灣未來願景數位永續聯盟,2021,3.0
Matt Clifford,2020,3.0
Greenspace ESG Pty Ltd (ABN: 98 660 152 689),2021,3.0
Hitachi Energy Brasil LTDA,2015,3.0
Adaila Business SL (TC08),2021,3.0
JCPM - Evento ESG na pauta estratégica das empresas 2023,2019,3.0
Fernando Pereyra- KMHJB81BGNU129630,2015,3.0
FRANCISCO MANUEL BENAVIDES MARTINEZ- KMHS381KBPU431784,2015,3.0
Caprio Srl- KMJYA371ANU051169,2015,3.0
Servifor Group Sas- KMHS381KBNU417087,2015,3.0
LZ COMÉRCIO DE MÓVEIS EIRELI,2018,3.0
Banco ABC Brasil S.A,2011,3.0
Volkswagen Financial Services,2011,3.0
Marsh McLennan,2011,3.0
Pragma Soluções Sustentáveis,2011,3.0
PANROTAS EDITORA LTDA,2011,3.0
Consejo Empresario Argentino para el Desarrollo Sostenible,2010,3.0
OS Lifestyle,2007,3.0
XuZhigang,2008,3.0
Enartis,2007,3.0
Perez Ochieng,2022,3.0
GÖZTEPE VOLEYBOL MAÇI,2014,3.0
"Osaki Sangyo Co.,Ltd.",2018,3.0
Cora Design Estrategico Ltda,2011,3.0
"The GHG emissions generated from the 2025MIECF-MFTA and MLCDA Pavilion on March 27 to March 29, 2025",2012,3.0
"Huizhou RuiJianXing Technology Co.,Ltd",2015,3.0
Climate Heroes - 20.07.28,2018,3.0
Bowen Island Lodge,2016,3.0
Dueto,2003,3.0
Convenção Africa 2020,2003,3.0
Danilo 107,2014,3.0
Simone Yuri Saito,2014,3.0
La Guapa Fábrica,2014,3.0
Gabriel Reis,2014,3.0
CARB43 - ClubCarby - Posto Mantovani - Santa Cruz de Cabrália/BA,2014,3.0
Bluesky Jet Aviation Corp,2017,3.0
Lune,2020,3.0
Oz Brown,2018,3.0
FILIPINAS INTL CARGO SERVICES,2016,3.0
ANCHOR MARINE,2016,3.0
JDM WORLDWIDE FREIGHT SOLUTIONS PVT,2016,3.0
JINDAL STAINLESS LTD,2016,3.0
MATHRUA M LINE CONTAINER LOG P LTD,2016,3.0
TEAMLEADER LOGISTICS PVT LTD,2016,3.0
VIKRAM SOLAR LIMITED,2016,3.0
TEJESH GLOBAL LOGISTICS SERVICES,2016,3.0
GUANGZHOU CHAMPION INTL LOG LTD,2016,3.0
CLASQUIN SA,2016,3.0
LA HAMMONIA Y CIA LTDA,2016,3.0
CWT GLOBELINK COLOMBO PVT LTD,2016,3.0
GAC LOGISTICS LTD,2016,3.0
INNER MONGOLIA YONGHE,2016,3.0
YUSEN LOGISTIC RUS NAKHODKA,2016,3.0
TLM INTERNATIONAL FZE,2016,3.0
SCAN SHIPPING,2016,3.0
SAGAR GRANDHI EXPORTS PVT LTD,2016,3.0
POWER WAY TRANSPORT LLC,2016,3.0
INTERNATIONAL CARGO SERVICES,2016,3.0
GLOBAL FREIGHT CONNECTIONS,2016,3.0
GENEXT LOGISTICS PVT LTD,2016,3.0
FREIGHT AFRICA NV,2016,3.0
FAST LOGISTICS CARGO LLC,2016,3.0
BRAND HEADQUARTERS LLC,2016,3.0
APEX GLOBAL SHIPPING,2016,3.0
AKSHAR LOGISTICS PVT LTD,2016,3.0
Agility Project Logistics- Thailand,2016,3.0
TEDxEmpoli,2019,3.0
La Porta Restaurant & Cafè,2019,3.0
Bestbefore,2019,3.0
RefillNow,2019,3.0
Herbarium,2014,3.0
Neogen,2014,3.0
Bulk Tainer Logistics,2010,3.0
British Consulate General Miami,2009,3.0
Âmago Gestão de Investimentos Ltda.,2015,3.0
Simon Bee,2019,3.0
FRANK LEO SRL,2016,3.0
SHENZHEN AWS TOMAX INTL TRANS CO,2016,3.0
ADSO LLC,2016,3.0
AKS GLOBAL LOGISTICS LLC,2016,3.0
ALMIDONES DE CENTROAMERICA S A,2016,3.0
AMADOU DIALLO,2016,3.0
BANDJOUGOU BA,2016,3.0
DHL GLOBAL FORWARDING FRANCE SAS,2016,3.0
FSK L&S CO LTD,2016,3.0
GREEN WORLD LOGISTICS,2016,3.0
HOLLAND USED AUTO SPARE PARTS TRAD,2016,3.0
INTERNATIONAL MARITIME & LOGISTICS,2016,3.0
JACSPED AS,2016,3.0
KANE CIRE,2016,3.0
KHIMJI RAMDAS SHIPPING LLC,2016,3.0
LINKEDIN LOGISTICS PARTNERS P LTD,2016,3.0
LYKIS LIMITED,2016,3.0
MOHAMED SYLLA,2016,3.0
PAK CHROMICAL LTD,2016,3.0
PLANET PHARMACEUTICALS LTD,2016,3.0
PROGRESSIVE SAMSON FREIGHT WLL,2016,3.0
ROYAL AGENCIAMENTOS DE CARGAS LTDA,2016,3.0
STE AFRIC MARBRE SARL,2016,3.0
INTEX INTERNATIONAL TRADING & CLEARING PVT LTD,2016,3.0
ROCKFREIGHT DWC LLC,2016,3.0
SOTIAUX DOUANEAGENT,2016,3.0
SUBHDI LOGISTICS,2016,3.0
ATLANTIC GLOBAL FORWARDING LLC,2016,3.0
CAR GO WORLDWIDE INC,2016,3.0
OLYMPIAD LINE LLC,2016,3.0
Avantec Performance Chemicals,2009,3.0
LOR KOR CHUAN SHOES MFG PTE LTD - #05-30/31,2010,3.0
A TO Z ENGINEERING PTE LTD,2010,3.0
S.K CAMPING PRODUCT TRADING #01-4755,2010,3.0
CROSSCOOP SINGAPORE PTE LTD #10-01C,2010,3.0
"AUSKO PTE LTD - #07-05,#06-73/74",2010,3.0
CAVEMEN PTE LTD #01-05,2010,3.0
Vara På Plus AB,2016,3.0
Sekartaji Pawonstudio,2010,3.0
Time & Attendance Support Services Pty Ltd (ABN: 84 153 763 690),2016,3.0
Maria Noel Gortari Fernandez- 9BHGB812BMP195165,2012,3.0
Antoine Abi Saab S.R.L.- 9BHGB812BMP204245,2012,3.0
Sonia Elena Benitez Arevalo- 9BHGB812BMP203891,2012,3.0
Wilson Da-Silva- 9BHGB812ALP167220,2012,3.0
Garcia Y Quintana Ltda- KMFWBX7RAKU024567,2012,3.0
Ernesto Figoli Gonzalez- LVTDB24B3LD067187,2012,3.0
Jorge Bermudez- LVTDB24B4LD056702,2012,3.0
Deceleste Sa- KMHS381KDMU339053,2012,3.0
Traxpalco S.a.- 9BHGB812BMP213007,2012,3.0
Fantisol Sa- 9BHGB812ANP216664,2012,3.0
Marcelo Adrian Zaquieres Casco- 9BHGB812AMP211116,2012,3.0
Gonzalo José Secco Fernandes Ribeiro- KMHS381FDLU273035,2012,3.0
Malena Borges Gomez- 9BHGB812BNP234332,2012,3.0
Fernado Mateo- LVVDB11B6MD017858,2012,3.0
Passer Consultoria de Investimentos Ltda,2013,3.0
Alejandro Gonzalez,2018,3.0
James Mills,2014,3.0
EXENVPO FREIGHT (SHENZHEN) LIMITED,2016,3.0
JHI TRANS INC,2016,3.0
JTL LOGISTICS USA INC,2016,3.0
LONGSAIL SUPPLY CHAIN CO LTD,2016,3.0
MICO FOODSTUFF CO LTD,2016,3.0
SMART CARGO LOGISTICA E DESPACHO ADUANEIRO LTDA,2016,3.0
Surreal Hotel Arts,2016,3.0
Electrolux,2016,3.0
VIação Ouro e Prata,2016,3.0
WebCO2 Projetos SC,2017,3.0
LZ COMERCIO DE MOVEIS EIRELI,2015,3.0
Gas Sales S.r.l.,2010,3.0
PECK PRODUÇÕES E EVENTOS LTDA ( Claro Verão Rio 2024 ),2014,3.0
Stanti LTDA,2014,3.0
Balance - Novembro 2023,2014,3.0
Balance - Dezembro 2023,2014,3.0
Leticia Janavel Gatto- LVVDB11B7MD018971,2009,3.0
Ruben Edgar Turcatti Marset- 9BHGB812BNP234199,2009,3.0
Patricia Jannette Curbelo Cerizola- 9BHGB812BNP240726,2009,3.0
Monica Raquel Vainsencher Asallas- KMHS381KBMU361455,2007,3.0
Bonfland Sa- LVVDB14B0LD019678,2007,3.0
Salvador Bibiano Gomez Fontoura- LVVDB21B7MD016952,2007,3.0
Romina Shiskobcki- LVTDB24B5LD056692,2007,3.0
Gambetta Viroga- LVVDB14B2LD012280,2007,3.0
HOYO MARKETING PTE LTD,2011,3.0
LITTLE CARNIVORES LLP,2011,3.0
MR LI XIANGFA,2011,3.0
NGE HUAT SENG CO,2011,3.0
REGENT INDUSTRIES PTE LTD KAKI BUKIT,2011,3.0
ROYAL GREYHOUND PTE LTD,2011,3.0
S&A COFFEE PTE LTD,2011,3.0
SEED SYSTEM PTE LTD,2011,3.0
SKY CENTRE AIR TRAVEL PTE LTD,2011,3.0
JNJ - 50º Congresso de Cirurgia Cardiovascular - Evento Sustentável,2014,3.0
Sandra Carol Lapage,2012,3.0
Luiza Morelli,2012,3.0
Sociedade Harmonia de Tênis,2012,3.0
E Commerce Masterplan,2020,3.0
"Fernando Rodriguez (Emisión real 2,16 ton. CO2 eq.)",2015,3.0
Eric Erosa- LVVDB11B1ME021472,2015,3.0
Enrique Bukovec- KMHJB81BGNU096724,2015,3.0
Angela Leticia Cabeza Sosa- 9BHCP41CANP287928,2015,3.0
San Roque Sa- KMHJB81BGNU096778,2015,3.0
Javier Leomar Mallorca Rovetta- KMHJB81BGNU096834,2015,3.0
Yamamay,2015,3.0
"SIMICIC PARADA, ERNESTO LUIS- 650046085471",2014,3.0
"GARCIA MONTESDEOCA, MARIA VICTORIA- 650046159130",2014,3.0
"VILLARREAL CASTRO, CLAUDIA JEANETTE- 650046183473",2014,3.0
"BATISTA DE LEON, SONIA- 650046663645",2014,3.0
International Climate Development Institute,2012,3.0
BAT Souza Cruz,2020,3.0
AGRICOLA PRATA LTDA-55.843.415/0001-19,2017,3.0
ALGAR FARMING S/A-19.929.074/0009-92,2017,3.0
NATIONAL TAIPEI UNIVERSITY,2021,3.0
"Guangdong LVMei Certification Co.,Ltd.",2012,3.0
WisePops,2021,3.0
SCHMIDT GROUPE SAS,2019,3.0
Best Side Solution SA de CV,2014,3.0
"Sustainable Building and Low Carbon Institute, Shanghai Research Institute of Building Science Co., Ltd.",2019,3.0
Carlos Centurion- KMJYA371ANU043910,2015,3.0
Craggs Energy Ltd,2018,3.0
Seminar on Carbon Neutral Development in the Greater Bay Area and MLCDA Board Meeting and Dinner,2017,3.0
"V. Egyéni Országos Média Squash Kupa (Hungary, 2013)",2011,3.0
Legal InCite February 2013 Edition BPP Law School,2011,3.0
Salesforce,2011,3.0
Comgás,2011,3.0
ZhaoTong,2008,3.0
Leticia Riccio Vaz LTDA,2014,3.0
G A Morton,2020,3.0
mordren996@gmail.com,2018,3.0
valeednasir,2018,3.0
MASAE GHANA LIMITED,2016,3.0
AE GNL XIAMEN LOGISTICS SERVICE LTD,2016,3.0
GLOBAL LOGISTICS SOLUTIONS PVT LTD,2016,3.0
MARMORIS LLOYD LLP,2016,3.0
NEUTRAL CONSOLIDATION SERV PVT LTD,2016,3.0
PKDC LLC,2016,3.0
SOLANCE SHIPPING INCORPORATION,2016,3.0
AA LOGISTICS,2016,3.0
GLOBAL VISION SHIPPING AGENCIES IND,2016,3.0
J V GOKAL & CO PVT LTD,2016,3.0
NEJMAT SINA FOR REALSTATE,2016,3.0
MEIKO EUROPE NV,2016,3.0
CAN SAIL INTERNATIONAL LOGISTICS,2016,3.0
GOODWILL SHIPPING,2016,3.0
TAEWOONG LOGISTICS,2016,3.0
TRIANGLE TYRE CO LTD,2016,3.0
DALIAN TAILIAN FOODS CO LTD,2016,3.0
GRANDE LOGISTICS LIMITED,2016,3.0
WORLD ZONE LOGISTICS SERVICES LLC,2016,3.0
SANYPICK PLASTIC S.A.,2016,3.0
MSRB AGARWALLA AND CO,2016,3.0
LIBELLE LLC,2016,3.0
HASSANI TRADING COMPANY,2016,3.0
GENUINE FREIGHT SERVICES LTD,2016,3.0
SWENLOG SUPPLYCHAIN SOLUTIONS P L,2016,3.0
NIRMAL KUMAR & CO,2016,3.0
MUHAMMAD JAHANGIR FERIGHT SERVICES,2016,3.0
FK MAAJABU GENERAL TRADING LLC,2016,3.0
BIN THANI EXPRESS CARGO,2016,3.0
ASSURED FREIGHT SERVICES,2016,3.0
Iconoclast TV,2014,3.0
Risk Intelligence,2012,3.0
STARBRANDS SRL,2007,3.0
LEV CARGO SA DE CV,2016,3.0
ESTES FORWARDING WORLDWIDE,2016,3.0
HAINAN SINALOG INTL LOGISTICS CO,2016,3.0
ZIEGLER LOGISTICS (SHANGHAI) LTD,2016,3.0
ANGUE EKOUME NTO,2016,3.0
BOSSI & C TRANSITI SPA,2016,3.0
FEDERAL TANK LINER,2016,3.0
GAGNI BAH,2016,3.0
JOY IMPEX,2016,3.0
LIDERTRANS TUNISIE,2016,3.0
M3LOGI CO LTD,2016,3.0
MAJDAL ANJAR CARGO AND CLEARING LLC,2016,3.0
NGOUSSI MAYANGAH FERMAND,2016,3.0
PAPA MOHAMED GUETE,2016,3.0
QUEST GROUP DMCC,2016,3.0
RACHIDA AYITEBE ESSONO,2016,3.0
STECY NDONG,2016,3.0
CARGO TRAFFIC INTERNATIONAL SOLUTIONS SHIPPING LLC,2016,3.0
HELLMANN WORLDWIDE LOGISTICS PTY,2016,3.0
MARINE CONTAINER SERVICES INDIA PVT LTD,2016,3.0
MATTROY LOGISTICS COLOMBO PVT LTD,2016,3.0
MULTITRANS LOGISTICS LLC,2016,3.0
MUSCAT INT L SHIPPING & LOG,2016,3.0
OUATTARA AMINATA SACKO,2016,3.0
SOTIAUX INTERNATIONAL NV,2016,3.0
EXFREIGHT ZETA COLOMBO PVT LTD,2016,3.0
INTL COMMUNICATION & TRANSPORT,2016,3.0
Climate Heroes - 20.10.08,2018,3.0
Climate Heroes - 21.02.16,2018,3.0
Marie Gaudette,2017,3.0
Le CTEP et le Fonds Ecoleader Estrie,2017,3.0
Anthony Germain,2017,3.0
Farmacia Sbarigia Anna,2014,3.0
Farmacia Balestrini Sas,2014,3.0
Farcom Brescia SpA Casazza F10,2014,3.0
KIM JOO GUAN PTE LTD,2010,3.0
ORIENT NATURAL RESOURCES PTE LTD #02-94,2010,3.0
JMT Kreativa Krafter,2016,3.0
JMT Kreativa Krafter AB,2016,3.0
Arbetarrörelsen arkiv och bibliotek,2016,3.0
Sarah Sukumaran,2010,3.0
Market and Fleet Cluster 2 - see Retirement Reason Details for full list,2015,3.0
0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696,2017,3.0
Foo Tun Shien,2017,3.0
Boehringer Ingelheim,2013,3.0
Dar Sentido S.R.L,2013,3.0
CERTEUROPE,2016,3.0
Dar Sentido S.R.L,2019,3.0
Accurus Scientific (Ningbo) Co. Ltd.,2018,3.0
Maria Corrales- LVVDB6MD013633,2012,3.0
Directv De Uruguay Sa- KMHS381DDLU220013,2012,3.0
Monique Mandom Davyt- KMHJ2813BLU204698,2012,3.0
Alicia Cardona- 9BHGB812AMP203908,2012,3.0
Maria Gabriela Cabrera Perez- 9BHGB812BMP199490,2012,3.0
Richard Gonzalez- LVTDB24B3LD067187,2012,3.0
Vico- LVVDB11B0MD013627,2012,3.0
Rosina Burcatovsky- 9BHGB812BNP227169,2012,3.0
Instituto Escuela Nacional De Bellas Art- KMHWH81HAMU163736,2012,3.0
Mesilar Sa- KMFWBX7HAMU162685,2012,3.0
Silson Sa- KMHS381KBMU361438,2012,3.0
Silvana Paez- LVVDB11B7MD015584,2012,3.0
Viviana Maria Harguindeguy Belatti- 9BHGB812BNP227322,2012,3.0
Esteban Ragazzo- 9BHGB812BNP227317,2012,3.0
Sergio Gustavo De Lima De La Rosa- LVVDB11B9MD017871,2012,3.0
Carlos Eduardo da Veiga Ferreira,2014,3.0
FANFIVE,2013,3.0
BETTERLUCK SHIPPING (GUANGZHOU) LTD,2016,3.0
HELLMANN WORLDWIDE LOGISTICS INC,2016,3.0
GUANGZHOU MAX UNITED TRADING LTD,2016,3.0
DONGGUAN TIANYING FURNITURE MANUFACTURER CO LTD,2016,3.0
ESHIPPING,2016,3.0
STAR LOGISTICS (SZ) CO LTD,2016,3.0
VIGUIMA LOGISTICS INTERNATIONAL LTDA EPP,2016,3.0
RT SHIPPING INC,2016,3.0
Dean Rizzetti,2011,3.0
VELOE,2016,3.0
ASESORIAS LEGALES Y COMPLIANCE S.A.S,2019,3.0
Mark and SJ Lebus,2010,3.0
Vantage World Tour,2017,3.0
Lawton Communications Group,2014,3.0
Liz McManus,2018,3.0
CLAP Entretenimento Ltda. (O Seu Gentil),2014,3.0
Novis Logistics Solutions Australia Pty Ltd,2018,3.0
Daphne Chuah,2019,3.0
Marcelo Della Torre Mazzeo- LVTDB24B4LD056697,2009,3.0
Marcos Lucas Amaro Machin- LVVDB11B4LD051991,2009,3.0
Richard Heber Soto Lecueder- 9BHGB812ANP241285,2009,3.0
Urucar Sa- KMHJ2813BMU404717,2009,3.0
Silvia Gomez- 9BHGB812BNP241101,2009,3.0
Fernanda Martínez- LVVDB14B5LD017442,2007,3.0
Claudia Techera Vacilic- LVVDB21B2LD048836,2007,3.0
Ricardo Pera- LVVDB11B7ME018222,2007,3.0
Alfredo Nicolas Gonzalez Flaqué- KMHS381KDNU387525,2007,3.0
ELECTRIC LIME PRODUCTIONS PTE LTD,2011,3.0
ELINTON PTE LTD,2011,3.0
EXTEND SG NETWORK PTE LTD,2011,3.0
GABKOTECH INNOVATIONS PTE LTD,2011,3.0
HEALTHY SPA PTE LTD,2011,3.0
HONGCHEN PLASTIC MOULD,2011,3.0
ONEHEALTH MEDICAL PTE LTD,2011,3.0
SUN PRINT GLOBAL PTE LTD,2011,3.0
UCMHP ACADEMY PTE LTD,2011,3.0
Jaguar Land Rover Brasil Indústria e Comércio de Veículos Ltda,2014,3.0
VW Polo RIR - Job 412,2014,3.0
elisabeth p santos,2012,3.0
MYRIAM CRISTINA SANTOS CARDOSO DORO,2012,3.0
